Key;Type;Desc;English;Spanish;Italian;;;
Quote100;Text;Description (optional);A very courageous man, a very strong man, a very real man, can talk about peace. Peace doesn’t mean to just talk about peace, peace means we have to put all the pieces together and get to one picture. It’s a song of victory, it’s a song of God, it’s a song of reality. And as I have said, until this Earth stops revolving, if those born of a woman don’t know how to respect woman, there shall be no peace. Just imagine that Mother Earth is a woman. What have we done to it? We ourselves do not know.|Yogi Bhajan|32737;Un hombre valiente, un hombre muy fuerte, un hombre muy real, puede hablar de paz. La paz no significa solamente hablar de paz, la paz significa que debemos juntar todas las piezas y formar una sola imagen. Es un himno de victoria, es un himno de Dios, es un himno de realidad. Y como he dicho, si mientras esta Tierra se siga moviendo, aquellos nacidos de una mujer no saben como respetar a la mujer, no habrá paz. Solo imagina que la Madre Tierra es una mujer. ?Que le hemos hecho? Ni siquiera nosotros lo sabemos.|Yogi Bhajan|32737;Un uomo molto coraggioso, un uomo molto forte, un uomo molto reale, è in grado di parlare di pace. La pace non significa parlare solo di pace, pace significa che dobbiamo mettere tutti i pezzi insieme e arrivare a un'immagine. È un canto di vittoria, è una canzone di Dio, è una canzone della realtà. E come ho detto, fino a quando questa Terra non smetterà di ruotare, se i nati da una donna non sanno come rispettare la donna, non ci sarà pace. Basta immaginare che la Madre Terra è una donna. Che cosa le abbiamo fatto? Noi stessi non lo sappiamo.|Yogi Bhajan|32737;;;
Quote101;Text;Description (optional);If you call me names, I’ll be very grateful, because it reminds me to lean on God more and understand Ang Sang Wahe Guru. And it’s my prayer that you may have the same attitude. Those who live in God, have attitude of gratitude. Those who live in ego have attitude of self.|Yogi Bhajan|33597;Si me asignas nombres, estaré muy agradecido, porque me recuerda el apoyarme mas en Dios y comprender Ang Sang Wahe Guru. Y mi rezo es que tu logres tener la misma actitud. Aquellos que viven en Dios, tienen una actitud de gratitud. Aquellos que viven en el ego tienen la actitud del Yo.|Yogi Bhajan|33597;Se mi date appellativi spregevoli, sarò molto grato, perché ciò mi ricorda di appoggiarmi di più a Dio e comprendere Ang Sang Wahe Guru. E prego che anche voi abbiate il medesimo atteggiamento. Coloro che vivono in Dio, hanno un atteggiamento di gratitudine. Coloro che vivono nell'ego, hanno un atteggiamento del sé. |Yogi Bhajan|33597;;;
Quote102;Text;Description (optional);"It is very authentically, absolutely wrong when you judge a person because he is dishonest, he is corrupt, he is a thief, he is a felon, he is this and that.  You say so, it’s okay; you have the right to say so. But you have lost the sense of forgiveness and the chance to elevate that person.|Yogi Bhajan|35555";"Es autentica y absolutamente incorrecto cuando juzgas a alguien por ser deshonesto, por ser corrupto, por ser ladrón, por ser un delincuente, por ser esto y lo otro. Si tu lo dices, esta bien; tienes el derecho de decirlo. Pero has perdido el sentido del perdón y la oportunidad de elevar a esa persona.|Yogi Bhajan|35555";"È estremamente e assolutamente sbagliato giudicare qualcuno perché è disonesto, corrotto, ladro, criminale, questo e quello.  Voi dite così, va bene; avete il diritto di dirlo. Ma avete perso il senso del perdono e la possibilità di elevare quella persona.|Yogi Bhajan|35555";;;
Quote103;Text;Description (optional);Do not make things complex. Rather, make complex things simple. That is the sign of wisdom.|Yogi Bhajan|29801;No compliques las cosas. Mas bien, haz que las cosas complicadas sean simples. Ese es el signo de la sabiduría. |Yogi Bhajan|29801;Non rendete le cose complesse. Piuttosto, rendete semplici le cose complesse. Questo è un segno di saggezza. |Yogi Bhajan|29801;;;
Quote104;Text;Description (optional);Have you seen those people who communicate and fight? Who talk loudly? They lose the parasympathetic nervous system. People who are angry and talk angrily can’t plan anything. Their power to plan is gone. |Yogi Bhajan|30875;¿Has visto a aquellos que hablan y se pelean?¿Que elevan el tono de voz? Estan perdiendo su sistema nervioso parasimpático. Las personas que están enojadas y que hablan con enojo no pueden planear nada. Han perdido la capacidad de planear.|Yogi Bhajan|30875;Avete visto le persone che comunicano e combattono? Che parlano ad alta voce? Loro perdono il controllo del sistema nervoso parasimpatico. Le persone che sono arrabbiate e parlano con rabbia non possono pianificare nulla. Il loro potere di pianificare è andato.|Yogi Bhajan|30875;;;
Quote105;Text;Description (optional);"Mind has the power to take you to God and mind has the power to take you away from God. There is no other power. And it is a good polarity: What can take you to God can also take you away from God. That’s why they say there’s nothing good and nothing bad; thinking makes it so. It’s very true. You have to understand that.|Yogi Bhajan|30880";"La mente tiene el poder de llevarte hasta Dios y la mente tiene el poder de alejarte de Dios. No existe otro poder. Y es una buena polaridad: la misma cosa que puede acercarte a Dios también te puede alejar de el. Es por eso que se dice que no hay nada bueno ni malo; el pensamiento es responsable de como lo vemos. Es muy cierto. Tienes que entenderlo.|Yogi Bhajan|30880";"La mente ha il potere di portarvi a Dio e la mente ha il potere di allo0ntanarvi da Dio. Non c’è altro potere. Ed è una buona polarità: ciò che può portarvi a Dio può anche allontanarvi da Dio. Ecco perché si dice che non c'è niente di buono e niente di cattivo; il pensiero lo rende tale. È molto vero. Voi dovete capirlo.|Yogi Bhajan|30880";;;
Quote106;Text;Description (optional);Oh my soul, give me the light. Show me the path. Give me the excellence and beauty to be bountiful, blissful, kind and compassionate, and true to myself. |Yogi Bhajan|35541;Oh, alma mía, dame la luz. Muéstrame el camino. Dame la excelencia y la belleza para ser generoso, bendecido, amable y compasivo, y leal a mi mismo.|Yogi Bhajan|35541;Oh anima mia, dammi la luce. Mostrami il cammino. Dammi l'eccellenza e la bellezza di essere generoso, beato, gentile, compassionevole e fedele a me stesso.|Yogi Bhajan|35541;;;
Quote107;Text;Description (optional);Never forget that you are one human race created by a Creator for experience, intuition and consciousness. For centuries you have been asked not to practice any technology that teaches you intuition, because then you become stronger than the teacher. But tomorrow, every student has to be ten times better than their teacher. That’s the principle of life, and it cannot be denied.|Yogi Bhajan|34766;Nunca olviden que son una raza humana creada por un Creador para experimentar, intuir y concientizar. Durante siglos se les ha pedido que no practiquen ninguna técnica que les enseñe a intuir, porque entonces serian mas fuerte que su maestro. Pero mañana, todo estudiante debe de ser diez veces mejor que su maestro. Ese es el principio de la vida, y no puede ser negado.|Yogi Bhajan|34766;Non dimenticate mai che siete una razza umana creata da un Creatore per l'esperienza, l'intuizione e la coscienza. Per secoli vi è stato chiesto di non praticare alcuna tecnologia che vi insegni l'intuizione, perché poi sareste diventati più forti dell'insegnante. Ma domani, ogni studente deve essere dieci volte migliore del suo insegnante. Questo è il principio della vita, e che non può essere negato.|Yogi Bhajan|34766;;;
Quote108;Text;Description (optional);When you live consciously, you dwell in God. Then you have a very beautiful power. Wherever you cast your gaze, elevation occurs. Wherever you touch, elevation occurs. Wherever you speak, elevation occurs. |Yogi Bhajan|35542;Cuando vives de manera consciente, habitas en Dios. Entonces tienes un poder hermoso. A donde sea que enfoques tu vista, se elevaran las cosas. Lo que sea que toques, lo elevaras. Lo que sea que digas, lo elevaras.|Yogi Bhajan|35542;Quando vivete consapevolmente, voi dimorate in Dio. Allora avete un bellissimo potere. Ovunque lanciate il vostro sguardo, si verificherà un'elevazione. Ovunque tocchiate, si verificherà un'elevazione. Ovunque parliate, si verificherà un'elevazione.|Yogi Bhajan|35542;;;
Quote109;Text;Description (optional);Children are like stars. They must be made to understand the value of being shining and that what is in the Heavens should be lived on Earth. |Yogi Bhajan|35543;Los ninios son como estrellas. Deben de ser llevados a comprender el valor de permanecer brillando y que aquello que se vive en los Cielos se debe de vivir en la Tierra.|Yogi Bhajan|35543;I bambini sono come le stelle. Devono essere fatti per capire il valore dell'essere splendenti e che quello che è nei Cieli dovrebbe essere vissuto sulla Terra.|Yogi Bhajan|35543;;;
Quote110;Text;Description (optional);The Universe is asking you to confirm with yourself whether you would like to serve the Earth, to save the Earth, be a sage of the Earth. Earth - the sustainer, the Mother of you, which nurtures you – can you nurture it back? That which serves you, can you serve it back?|Yogi Bhajan|35269;El Universo te esta pidiendo que te confirmes a ti mismo si te gustaría servir a la Tierra, salvar a la Tierra, ser un Sabio en la Tierra. La Tierra – el sustento, la Madre nuestra, que nos nutre – ?Eres capaz de nutrirla de vuelta? A aquella que te te sirve, ?Puedes tu servirla?|Yogi Bhajan|35269;L'Universo vi sta chiedendo di confermare a voi stessi se desiderate servire la Terra, salvare la Terra, essere i saggi della Terra. La Terra - colei che sostiene, vostra Madre, che vi nutre - potete a vostra volta nutrirla? Colei che vi serve, potete a vostra volta servirla?|Yogi Bhajan|35269;;;
Quote111;Text;Description (optional);Mother Earth is crying in vain. Almighty God, who out of His many bountiful blessings, gave us the planet Earth which we have raped, abused, misused—and we are not stopping. We are not at peace with Mother Earth, we are not at peace with environments, we are not at peace with ourselves, we are not at peace within ourselves. The time has come when we must all wake up to a simple reality: without peace what else are we? |Yogi Bhajan|32737;La Madre Tierra esta llorando en vano. Dios todopoderoso, quien dentro de sus múltiples y generosas bendiciones, nos ha dado esta Tierra que hemos violado, abusado, maltratado – y estamos lejos de parar. No estamos en paz con la Madre Tierra, no estamos en paz con el medio ambiente, no estamos en paz con nosotros mismos, no estamos en paz dentro de nosotros mismos. Ha llegado el momento en que nos tenemos que despertar a una simple realidad: sin paz, ?Que somos? |Yogi Bhajan|32737;La Madre Terra sta piangendo invano. Dio Onnipotente, che dalle Sue molte e generose benedizioni, ci ha dato il pianeta Terra che abbiamo violentato, maltrattato, utilizzato impropriamente - e non ci stiamo fermando. Non siamo in pace con la Madre Terra, non siamo in pace con gli ambienti, non siamo in pace con noi stessi, non siamo in pace in noi stessi. È giunto il tempo in cui tutti dobbiamo svegliarci per una semplice realtà: senza pace cos’altro siamo?|Yogi Bhajan|32737;;;
Quote112;Text;Description (optional);Give Mother Earth the chance to be in peace. Give mankind the chance to live. Give children of the future a chance to enjoy the faculty that the Creator has created for us.|Yogi Bhajan|32669;Dale la oportunidad a la Madre Tierra de estar en paz. Dale a la humanidad la oportunidad de vivir. Dale a los ninios del futuro la oportunidad de difrutar las posibilidades que el Creador ha creado para nosotros.|Yogi Bhajan|32669;Date alla Madre Terra la possibilità di essere in pace. Date all'umanità la possibilità di vivere. Date ai bambini del futuro la possibilità di godere la facoltà che il Creatore ha creato per noi. |Yogi Bhajan|32669;;;
