Key;Type;Desc;Author;Date;English;Spanish;Italian;German;Portuguese;French
26;Text;;Yogi Bhajan;7/3/1995;Bless us with love, with the nature of love, with natural love. Being human beings in the humanity of mankind, give us the kindness of the heart and head. Give us the expansiveness of being precious and graceful. Give us the character to be clear and conscious to serve… to serve…to serve… to serve. Sat Nam. ;Bendícenos con amor, con la naturaleza del amor, con amor natural.  Siendo seres humanos en lo humano de la humanidad, danos la bondad del corazón y la cabeza.  Danos la expansividad de ser preciosos y agraciados.  Danos el carácter de se claros y conscientes para servir...para servir...para servir...para servir.  Sat Nam;;Bitte segne uns. Segne uns mit Liebe. Segne uns mit der Natur der Liebe. Segne uns mit natürlicher Liebe. Als menschliche Wesen, als Teile der Menschheitsfamilie, bitten wir um Freundlichkeit für unser Herz und unseren Verstand. Wir bitten um Wachstum für unser kostbares und anmutiges Wesens. Wir bitten: Möge unser Charakter geläutert und bewusst geworden sein, um zu dienen, zu dienen und zu dienen.;Abençoe-nos com amor, com a natureza do amor, com amor natural. Por sermos seres humanos na humanidade da espécie humana, dê à nos a bondade do coração e cabeça. Dê-nos a expansibilidade de ser precioso e gracioso. Dê-nos o caráter de ser claro e consciente para ervir...servir...servir. Sat Nam. ;Bénis-nous avec amour, avec la nature de l’amour, avec amour naturel. D’être un être humain dans l’humanité du genre humain, donne-nous la bonté du coeur et de la tête. Donne-nous le rayonnement d’être précieux et gracieux. Donne-nous le caractère d’être clair et conscient pour servir…servir…servir…servir. Sat Nam. 
27;Text;;Yogi Bhajan;23/8/1987;The law of the universe is: obey, serve, love, excel. And this law will never change. Religions will change, prophets will come and go, but those souls who would like to merge in God shall obey this law. ;La ley del universo es:  obedece, sirve, ama y sé excelente.  Y esta ley nunca va a cambiar.  Las religiones cambiarán, los profetas vendrán y se irán, pero aquellas almas que quieran fundirse con Dios habrán de obedecer esta ley.;;"Das Gesetz des Universums ist: “Gehorche, diene, liebe, vollende!” Dieses Gesetz ändert sich nicht. Religionen ändern sich. Propheten kommen und gehen, aber die Seelen, die in Gott aufgehen wollen, befolgen dieses Gesetz.
";A lei do universo é: obedeça, sirva, ame, seja excelente. E essa lei nunca irá mudar. Religiões mudarão, profetas virão e passarão, mas aquelas almas que gostariam de se fundir a Deus devem obedecer esta lei.  ;La loi de l’univers est : obéir, servir, aimer et exceller. Et cette loi ne changera jamais. Les religions changeront, les prophètes viendront et partiront, mais les âmes qui voudront fusionner en Dieu doivent obéir à cette loi. 
28;Text;;Yogi Bhajan; 7/23/2001;The law of human life is that ‘I’ must transform itself into Infinity.;La ley de la vida humana es que el ‘yo’ debe transformarse a si mismo en el Infinito.;;Das Gesetz des menschlichen Lebens ist: Unser Ich muß sich selbst ins Unendliche erweitern.;A lei da vida humana é que “eu” preciso transformar isso mesmo até o Infinito. ;La loi de la vie humaine est que “Je” dois se transformer en Infini. 
29;Text;;Yogi Bhajan; 9/21/1991;The spirit of the soul is dormant. If the dormant spirit is awakened, Self is achieved. If Self is achieved, the human is positive.;El espíritu del alma está dormido.  Si el espíritu dormido es despertado, el Ser es alcanzado.  Si el Ser es alcanzado, el humano es positivo.;;Der Spirit, unserer Seele liegt unentwickelt brach. Wenn dieser brachliegende Spirit erweckt wird, berühren wir das Selbst. Wenn das Selbst berührt wird, ist der Mensch positiv.;O espírito da alma está adormecido. Se o espírito adormecido for acordado, atinge-se o Ser. Se o Ser for atingido, o homem é positivo. ;L’esprit de l’âme est endormi. Si l’esprit endormi est éveillé, le Soi est achevé. Si le Soi est achevé, l’être humain est positif. 
30;Text;;Yogi Bhajan;16/1/1995;There is only one force in us. It’s our self-respect, our love of self.  Self-respect means Nam. I love my identity because that’s all God gave me. He gave me my identity from Infinity, to identity myself to Infinity. Those who do not love their Infinity do not love their identity, and they will never get to Infinity. There is nothing more to learn. ;Hay sólo una fuera en nosotros.  Es nuestro auto respeto, el amor hacia nuestro ser.  El auto respeto significa Nam.  Yo amo mi identidad porque eso es todo lo que Dios me dio.  Él me dio mi identidad del Infinito, para identificarme a mi misma con el Infinito.  Aquellos que no aman su Infinitud no aman su identidad, y nunca van a llegar al Infinito.  No hay nada más que aprender.;;Es gibt nur eine Kraft in uns. Das ist unser Selbstrespekt, die Liebe des  Selbst. Die Bedeutung von ‚Nam’ ist Selbstrespekt. Ich liebe meine Identität, mein Wesen, weil das alles ist, was Gott mir gegeben hat. Er gab mir meine Identität von Anfang an, um innerhalb der Unendlichkeit einen Identifikationspunkt zu haben. In der Liebe zur Unendlichkeit finde ich meine Identität und Zugang zur Ewigkeit. Mehr gibt es nicht zu lernen.;Só existe uma força em nós. É o nosso auto-respeito, nosso amor pelo Ser. Auto-respeito significa Nam. Eu amo minha identidade, pois é tudo que Deus me deu. Ele me deu minha identidade a partir do Infinito para me identificar com o Infinito. Aqueles que não amam seu Infinito não amam sua identidade e nunca alcançarão o Infinito. Não existe nada mais para aprender. ;Il y a seulement une force en nous. C’est le respect de nous même, l’amour de nous-mêmes. Le respect de nous-mêmes veut dire Nam. J’aime mon identité parce que c’est tout ce que Dieu m’a donné. IL m’a donné mon identité depuis l’infini, pour m’identifier vers l’infini. Ceux qui n’aiment pas leur infini, n’aiment pas leur identité et n’atteindront jamais l’infini. Il n’y a rien d’autre à apprendre. 
31;Text;;Yogi Bhajan;23/7/1987;The faculty of love is in the faculty of prayer. ;La facultad del amor está en la facultad de oración;;Die Stärke der Liebe liegt in der Stärke des Gebets. ;A faculdade do amor está na faculdade da oração. ;La faculté de l’amour est dans la faculté de la prière. 
32;Text;;Yogi Bhajan;17/11/1993;Normally you breathe 15 breaths a minute. When you are emotional or out of focus, breathe normally and then bring it down to the rate of four breaths a minute. It will take you three minutes to calm down, no matter what the state of affairs. ;Normalmente respiras 15 veces por minuto.  Cuando estés emocional o fuera de foco, respira normalmente y luego baja la frecuencia a cuatro respiraciones por minuto.  Te tomará tres minutes calmarte, sin importar el estado de las cosas.;;Normalerweise atmest du 15 Mal in der Minute. Wenn du aufgeregt oder etwas neben der Spur bist, atme normal und reduziere deinen Atem auf 4 Atemzüge pro Minute. In 3 Minuten wirst du dich beruhigt haben, egal was auch passiert war.;Normalmente, você respira 15 respirações por minuto. Quando você está emotivo ou fora de foco, respire normalmente e então vá diminuindo para uma média de quatro respirações por minuto. Você levará três minutos para se acalmar, não importa o que tenha acontecido.;Normalement vous respirez 15 fois pas minute. Quand vous êtes émotif ou sans concentration, respirez normalement et ensuite amenez votre respiration à 4 fois par minute. Cela vous prendra trois minutes pour vous calmer, quel que soit l’état de la situation. 
33;Text;;Yogi Bhajan;The Teachings of Yogi Bhajan;"Why are you afraid that God will not forgive you? His Name is forgiveness. So do not worry all the time or the fire of worry will make a barbecue out of you.


";"¿Por qué estás asustado de que Dios no te vaya a perdonar? Su nombre es perdón.  Entonces no te preocupes todo el tiempo, o el fuego de la preocupación va a hacer de ti un asado.  

Las Enseñanzas de Yogi Bhajan
";;"Warum fürchtest du, daß  Gott dir nicht vergeben wird? Vergeben ist sein Wesen. So sorge dich nicht die ganze Zeit, sonst wird das Feuer der Sorgen dich verbrennen. 
";Por que você está com medo de que Deus não lhe perdoará? O Nome Dele é perdão. Assim, não se preocupe o tempo todo ou o fogo da preocupação fará um churrasco de você. Ensinamentos de Yogi Bhajan;Pourquoi avez-vous peur que Dieu ne vous pardonne pas? Son Nom est Pardon. Donc, arrêtez de vous inquiéter ou vous serez transformé en barbecue sous le feu de l’inquiétude. Les enseignements de Yogi Bhajan
34;Text;;Yogi Bhajan;5/1/1994;There’s nothing wrong with being smart. But the art to be smart is to know the knowledge through the experience. If you just have knowledge you are like a library book.;No tiene nada de malo ser inteligente.  Pero el arte de ser inteligente es conocer el conocimiento a través de la experiencia.  Si tú sólo tienes conocimiento eres como un libro de biblioteca.;;Es spricht gar nichts dagegen, clever zu sein. Aber die wirkliche Cleverness besteht darin, sich sein Wissen durch Erfahrung zu beschaffen. Nur etwas zu kennen kann ein Buch in der Bibliothek auch.;Não existe nada errado em ser esperto. Mas a arte de ser esperto é saber do conhecimento através da experiência. Se você apenas tem conhecimento você é como um livro de biblioteca. 5/1/94;Il n’y a pas de mal à être intelligent. Mais l’art de l’intelligence est d’avoir la connaissance à travers l’expérience. Si vous avez juste le savoir vous êtes comme une bibliothèque. 
35;Text;;Yogi Bhajan;23/7/1987;The Saa-Taa-Naa-Maa (Kirtan Kriya) meditation is the basic fundamental meditation which cuts through everything. ;La meditación Saa-Taa-Naa-Maa (Kirtan kriya) es la meditación básica fundamental que corta a través de todas las cosas.;;Kirtan Kriya (die Sa Ta Na Ma Meditation) ist die grundlegende Meditation, die  in der Lage ist, alles aufzulösen und wieder ins Gleichgewicht zu bringen.;A meditação Saa-Taa-Naa-Maa (Kirtan Kriya) é a meditação básica fundamental que corta através de tudo.;La méditation Saa-Taa-Naa-Maa (Kirtan Kriya) est une méditation élémentaire et fondamentale, qui coupe à travers tout. 
36;Text;;Yogi Bhajan;9/11/1998;"Blessed are those who have learned to bless themselves. Divine are those who have God in their hearts. Greatness belongs to those who have shouldered the weight of all mankind. Most beloved of God are those who are peace, at peace, share peace and bring peace to all. Sat Nam. 

";Bendecidos son aquellos que han aprendido a bendecirse a si mismos.  Divinos son aquellos que tienen a Dios en sus corazones.  La grandeza le pertenece a aquellos que han sostenido en sus hombros a toda la humanidad.  Los más amados por Dios son aquellos que son paz, en paz, comparten paz y traen paz a todos.  Sat Nam;;"Gesegnet sind die, die gelernt heben, sich selbst zu segnen. Heilig sind die, die Gott in ihrem Herzen tragen. 
Groß kann man die nennen, die das gesamte Gewicht der Menschheit auf ihren Schultern tragen. Von Gott am meisten geliebt sind die Friedfertigen, die Friedfertigkeit verkörpern, Frieden projizieren und Frieden zu allen bringen. Sat Nam
";Abençoados são aqueles que aprenderam a abençoar a si mesmos. Divinos são aqueles que têm Deus no coração. Grandeza pertence àqueles que carregaram o peso de toda a humanidade. Mais amados são aqueles que são pacíficos, em paz, compartilham paz e trazem paz a todos. Sat Nam. ;Bénit sont ceux qui ont appris à se bénir eux-mêmes. Divin sont ceux qui ont Dieu dans leur cœur. Grandeur appartient à ceux qui ont assumé le poids de toute l’humanité. La plupart des bien-aimés de Dieu sont ceux qui sont paisibles, en paix, partageant et apportant la paix à tous. Sat Nam 
37;Text;;Yogi Bhajan;15/3/1995;You must not only be intuitive, you must also be conscious. Intuition will tell you panoramically what your tomorrow is, and consciousness will guide you to that tomorrow. ;Tú no debes ser sólo intuitivo, sino también debes ser consciente.  La intuición te dirá panorámicamente lo que es tu mañana, y la conciencia te guiará hacia ese mañana.;;Wir müssen nicht nur intuitiv sein, wir müssen auch bewusst sein. Unsere Intuition wird uns in einer Panoramaschau zeigen, wie unsere Zukunft aussehen wird. Unser Bewusstsein wird uns dorthin führen.;Você não deve ser apenas intuitivo, você deve ser também consciente. Intuição lhe dirá panoramicamente o que será seu amanhã, e consciência irá guiá-lo para esse amanhã. ;Vous devez non seulement être intuitif, mais vous devez être aussi conscient. L’intuition vous dira ce que sera votre lendemain de façon panoramique et la conscience vous guidera vers ce lendemain. 3/15/95
